iso_o,iso_d,dist,lang,sgdp
POL,SWE,848.3859278,0,0
POL,THA,8219.650413,0,0
POL,TUR,1691.01915,0,0
POL,TWN,8672.613665,0,0
POL,USA,8085.485707,0,0
PRT,ARG,9636.490217,0,0
PRT,AUS,17625.28907,0,1
PRT,AUT,2194.5906,0,1
PRT,BEL,1683.547769,0,1
PRT,BRA,7395.55874,1,0
PRT,CAN,6132.156222,0,1
PRT,CHE,1633.789369,0,1
PRT,CHL,10269.30637,0,0
PRT,CHN,10032.41944,0,0
PRT,DEU,2021.609798,0,1
PRT,DNK,2401.323118,0,1
PRT,ESP,679.8302173,0,1
PRT,FIN,3383.272649,0,1
PRT,FRA,1339.212292,0,1
PRT,GBR,1620.869602,0,1
PRT,GRC,2838.768621,0,1
PRT,HUN,2470.784837,0,0
PRT,IDN,12719.49999,0,0
PRT,IND,8199.486967,0,0
PRT,IRL,1567.217636,0,1
PRT,ITA,1853.643067,0,1
PRT,JPN,11034.51661,0,1
PRT,KOR,10498.20898,0,1
PRT,MEX,8663.082106,0,0
PRT,MYS,11728.87603,0,0
PRT,NOR,2717.383799,0,1
PRT,NZL,19539.47822,0,1
PRT,PHL,12292.25069,0,0
PRT,POL,2621.147857,0,0
PRT,PRT,214.1503754,1,1
PRT,SGP,11894.69235,0,1
PRT,SWE,2821.618299,0,1
PRT,THA,10695.36593,0,0
PRT,TUR,3518.372532,0,0
PRT,TWN,11284.09114,0,1
PRT,USA,7004.537823,0,1
SGP,ARG,16120.09565,0,0
SGP,AUS,5893.497052,1,1
SGP,AUT,9808.072155,0,1
SGP,BEL,10570.74913,0,1
SGP,BRA,16065.49731,0,0
SGP,CAN,14394.09782,1,1
SGP,CHE,10375.44391,0,1
SGP,CHL,16432.16469,0,0
SGP,CHN,4097.428672,1,0
SGP,DEU,10180.76419,0,1
SGP,DNK,10051.39313,0,1
SGP,ESP,11336.63763,0,1
SGP,FIN,9304.872019,0,1
SGP,FRA,10734.96688,0,1
SGP,GBR,10917.70022,1,1
SGP,GRC,9085.727477,0,1
SGP,HUN,9504.423647,0,0
SGP,IDN,1012.915953,1,0
SGP,IND,3742.251919,1,0
SGP,IRL,11265.82607,1,1
SGP,ITA,10070.95854,0,1
SGP,JPN,5167.929846,0,1
SGP,KOR,4632.102881,1,1
SGP,MEX,16243.44283,0,0
SGP,MYS,505.5375694,1,0
SGP,NOR,10124.02065,0,1
SGP,NZL,8461.28686,1,1
SGP,PHL,2406.190117,1,0
SGP,POL,9523.884547,0,0
SGP,PRT,11894.69226,0,1
SGP,SGP,9.559827805,1,1
SGP,SWE,9782.643172,0,1
SGP,THA,1435.704719,0,0
SGP,TUR,8384.909545,0,0
SGP,TWN,3155.285675,1,1
SGP,USA,15122.62039,1,1
SWE,ARG,12404.68112,0,0
SWE,AUS,15385.40172,0,1
SWE,AUT,1228.473289,0,1
SWE,BEL,1151.50041,0,1
SWE,BRA,10185.49296,0,0
SWE,CAN,6347.801029,0,1
SWE,CHE,1422.902051,0,1
SWE,CHL,12956.18989,0,0
SWE,CHN,7276.971672,0,0
SWE,DEU,929.3203803,0,1
SWE,DNK,450.0832586,0,1
SWE,ESP,2486.547571,0,1
SWE,FIN,604.9106032,0,1
SWE,FRA,1616.321684,0,1
SWE,GBR,1292.801784,0,1
SWE,GRC,2353.034937,0,1
SWE,HUN,1315.37777,0,0
SWE,IDN,10632.05193,0,0
SWE,IND,6308.107004,0,0
SWE,IRL,1549.425802,0,1
SWE,ITA,1833.431483,0,1
SWE,JPN,8226.76025,0,1
SWE,KOR,7682.77489,0,1
SWE,MEX,9357.389048,0,0
SWE,MYS,9568.984151,0,0
SWE,NOR,502.6935485,0,1
SWE,NZL,17389.62313,0,1
SWE,PHL,9639.514358,0,0
SWE,POL,848.3859362,0,0
SWE,PRT,2821.618268,0,1
SWE,SGP,9782.643478,0,1
SWE,SWE,281.2379054,1,1
SWE,THA,8415.419618,0,0
SWE,TUR,2453.421065,0,0
SWE,TWN,8551.703191,0,1
SWE,USA,7440.51056,0,1
THA,ARG,17137.09458,0,0
THA,AUS,7152.192062,0,0
THA,AUT,8546.018582,0,0
THA,BEL,9266.811991,0,0
THA,BRA,16232.15477,0,0
THA,CAN,13088.89985,0,0
THA,CHE,9118.068444,0,0
THA,CHL,17681.75165,0,0
THA,CHN,2986.221803,0,1
THA,DEU,8877.509802,0,0
THA,DNK,8706.867265,0,0
THA,ESP,10147.86311,0,0
THA,FIN,7919.526713,0,0
THA,FRA,9475.635205,0,0
THA,GBR,9590.160513,0,0
THA,GRC,7958.269488,0,0
THA,HUN,8250.658887,0,0
THA,IDN,2305.686166,0,1
THA,IND,2716.948804,0,0
THA,IRL,9923.798876,0,0
THA,ITA,8875.156112,0,0
THA,JPN,4417.599396,0,0
THA,KOR,3699.12819,0,0
THA,MEX,15363.91211,0,0
THA,MYS,1282.879435,0,0
THA,NOR,8743.99357,0,0
THA,NZL,9650.440862,0,0
THA,PHL,2306.804413,0,1
THA,POL,8219.650425,0,0
THA,PRT,10695.36611,0,0
THA,SGP,1435.704716,0,0
THA,SWE,8415.419569,0,0
THA,THA,182.8386197,1,1
THA,TUR,7232.054458,0,1
THA,TWN,2445.398716,0,0
THA,USA,13936.19257,0,0
TUR,ARG,12474.37663,0,0
TUR,AUS,14180.87597,0,0
TUR,AUT,1640.477373,0,0
TUR,BEL,2485.439789,0,0
TUR,BRA,10224.84109,0,0
TUR,CAN,8625.863372,0,0
TUR,CHE,2122.57465,0,0
TUR,CHL,13298.76144,0,0
TUR,CHN,7230.205246,0,1
TUR,DEU,2167.77365,0,0
TUR,DNK,2366.163771,0,0
TUR,ESP,2966.327875,0,0
TUR,FIN,2475.956051,0,0
TUR,FRA,2477.965077,0,0
TUR,GBR,2915.582688,0,0
TUR,GRC,776.2969405,0,0
TUR,HUN,1352.726693,0,0
TUR,IDN,9213.941658,0,1
TUR,IND,4708.481234,0,0
TUR,IRL,3292.074428,0,0
TUR,ITA,1727.240382,0,0
TUR,JPN,8718.032066,0,0
TUR,KOR,7937.728548,0,0
TUR,MEX,11613.60798,0,0
TUR,MYS,8232.464565,0,0
TUR,NOR,2813.992498,0,0
TUR,NZL,16823.80938,0,0
TUR,PHL,9062.569559,0,1
TUR,POL,1691.01919,0,0
TUR,PRT,3518.372455,0,0
TUR,SGP,8384.909256,0,0
TUR,SWE,2453.421039,0,0
TUR,THA,7232.054556,0,1
TUR,TUR,443.4127157,1,1
TUR,TWN,8255.973241,0,0
TUR,USA,9705.772134,0,0
TWN,ARG,18954.79479,0,0
TWN,AUS,7022.24372,0,1
TWN,AUT,9127.573034,0,1
TWN,BEL,9629.655935,0,1
TWN,BRA,18260.39481,0,0
TWN,CAN,11526.45709,0,1
TWN,CHE,9665.10255,0,1
TWN,CHL,18424.57548,0,0
TWN,CHN,1490.693665,1,0
TWN,DEU,9275.321599,0,1
TWN,DNK,8940.413146,0,1
TWN,ESP,10814.52704,0,1
TWN,FIN,7988.796493,0,1
TWN,FRA,9980.066362,0,1
TWN,GBR,9823.557947,0,1
TWN,GRC,8981.103173,0,1
TWN,HUN,8886.864054,0,0
TWN,IDN,3584.592043,0,0
TWN,IND,4508.787641,0,0
TWN,IRL,10064.70022,0,1
TWN,ITA,9631.883186,0,1
TWN,JPN,2033.311739,0,1
TWN,KOR,1520.397917,0,1
TWN,MEX,13123.6156,0,0
TWN,MYS,2968.969422,1,0
TWN,NOR,8772.346862,0,1
TWN,NZL,9008.383394,0,1
TWN,PHL,1225.370412,0,0
TWN,POL,8672.613726,0,0
TWN,PRT,11284.0913,0,1
TWN,SGP,3155.285619,1,1
TWN,SWE,8551.703338,0,1
TWN,THA,2445.398713,0,0
TWN,TUR,8255.973185,0,0
TWN,TWN,130.9233137,1,1
TWN,USA,12155.88113,0,1
USA,ARG,8678.352272,1,0
USA,AUS,14802.03204,1,1
USA,AUT,8124.255433,0,1
USA,BEL,7302.654595,0,1
USA,BRA,8088.513716,0,0
USA,CAN,2079.296719,1,1
USA,CHE,7734.569814,0,1
USA,CHL,8338.666455,1,0
USA,CHN,11183.42812,0,0
USA,DEU,7595.45177,0,1
USA,DNK,7410.587877,0,1
USA,ESP,7437.157025,1,1
USA,FIN,7667.730056,0,1
USA,FRA,7456.767311,0,1
USA,GBR,6878.493567,1,1
USA,GRC,9319.27369,0,1
USA,HUN,8395.56368,0,0
USA,IDN,15535.87314,0,0
USA,IND,13131.9145,1,0
USA,IRL,6515.07057,1,1
USA,ITA,8284.005678,0,1
USA,JPN,10286.19427,0,1
USA,KOR,10682.86434,1,1
USA,MEX,2468.404835,1,0
USA,MYS,14859.50568,0,0
USA,NOR,7056.673589,0,1
USA,NZL,12765.80324,1,1
USA,PHL,13153.97562,1,0
USA,POL,8085.485609,0,0
USA,PRT,7004.537786,0,1
USA,SGP,15122.62039,1,1
USA,SWE,7440.51064,0,1
USA,THA,13936.19215,0,0
USA,TUR,9705.772318,0,0
USA,TWN,12155.88123,0,1
USA,USA,1853.802467,1,1
